productName,quantity,productDescription,materialType,weight,price
Grinder L,93,A high-quality grinder designed for durability and efficiency.,Wood,10.01,389.63
Screw M,297,A high-quality screw designed for durability and efficiency.,Glass,37.28,359.26
Bolt N,384,A high-quality bolt designed for durability and efficiency.,Metal,91.1,21.75
Nail O,242,A high-quality nail designed for durability and efficiency.,Wood,62.53,448.28
Hammer P,6,A high-quality hammer designed for durability and efficiency.,Plastic,94.87,385.61
Wrench Q,379,A high-quality wrench designed for durability and efficiency.,Plastic,19.93,225.83
Drill R,146,A high-quality drill designed for durability and efficiency.,Wood,59.94,224.91
Saw S,6,A high-quality saw designed for durability and efficiency.,Wood,18.23,200.08
Pliers T,444,A high-quality pliers designed for durability and efficiency.,Plastic,63.45,204.73
Tape Measure U,50,A high-quality tape designed for durability and efficiency.,Fabric,34.64,336.5
Screwdriver V,28,A high-quality screwdriver designed for durability and efficiency.,Metal,11.72,314.87
Nut W,137,A high-quality nut designed for durability and efficiency.,Plastic,42.1,40.44
Washer X,290,A high-quality washer designed for durability and efficiency.,Metal,21.3,392.26
Chisel Y,226,A high-quality chisel designed for durability and efficiency.,Fabric,47.74,55.63
Clamp Z,150,A high-quality clamp designed for durability and efficiency.,Composite,45.61,328.37
Level A,370,A high-quality level designed for durability and efficiency.,Wood,68.13,71.32
Sandpaper B,126,A high-quality sandpaper designed for durability and efficiency.,Ceramic,27.58,192.95
Wire Cutter C,114,A high-quality wire designed for durability and efficiency.,Plastic,22.75,97.12
Socket D,67,A high-quality socket designed for durability and efficiency.,Wood,41.36,48.55
Drill Bit E,189,A high-quality drill designed for durability and efficiency.,Glass,29.12,80.56
Grinder F,417,A high-quality grinder designed for durability and efficiency.,Fabric,48.55,279.26
Screw G,96,A high-quality screw designed for durability and efficiency.,Ceramic,94.46,381.82
Bolt H,329,A high-quality bolt designed for durability and efficiency.,Metal,80.82,48.11
Nail I,417,A high-quality nail designed for durability and efficiency.,Wood,46.94,102.8
Hammer J,218,A high-quality hammer designed for durability and efficiency.,Metal,33.85,321.39
Wrench K,253,A high-quality wrench designed for durability and efficiency.,Fabric,39.07,167.3
Drill L,291,A high-quality drill designed for durability and efficiency.,Fabric,11.8,35.17
Saw M,155,A high-quality saw designed for durability and efficiency.,Plastic,72.32,162.05
Pliers N,490,A high-quality pliers designed for durability and efficiency.,Glass,43.46,379.37
Tape Measure O,153,A high-quality tape designed for durability and efficiency.,Glass,90.38,272.76
Screwdriver P,302,A high-quality screwdriver designed for durability and efficiency.,Metal,72.26,216.11
Nut Q,284,A high-quality nut designed for durability and efficiency.,Ceramic,70.47,388.58
Washer R,34,A high-quality washer designed for durability and efficiency.,Wood,57.45,150.29
Chisel S,209,A high-quality chisel designed for durability and efficiency.,Composite,86.29,291.26
Clamp T,492,A high-quality clamp designed for durability and efficiency.,Metal,11.5,183.75
Level U,460,A high-quality level designed for durability and efficiency.,Glass,39.38,12.83
Sandpaper V,343,A high-quality sandpaper designed for durability and efficiency.,Metal,52.99,476.93
Wire Cutter W,305,A high-quality wire designed for durability and efficiency.,Plastic,32.55,116.02
Socket X,248,A high-quality socket designed for durability and efficiency.,Plastic,73.37,434.19
Drill Bit Y,438,A high-quality drill designed for durability and efficiency.,Glass,39.26,68.56
Grinder Z,319,A high-quality grinder designed for durability and efficiency.,Wood,70.38,237.91
Screw A,65,A high-quality screw designed for durability and efficiency.,Metal,57.39,149.98
Bolt B,64,A high-quality bolt designed for durability and efficiency.,Metal,36.89,98.28
Nail C,14,A high-quality nail designed for durability and efficiency.,Metal,88.26,48.97
Hammer D,362,A high-quality hammer designed for durability and efficiency.,Wood,52.99,44.35
Wrench E,13,A high-quality wrench designed for durability and efficiency.,Fabric,26.02,436.5
Drill F,276,A high-quality drill designed for durability and efficiency.,Wood,49.0,88.44
Saw G,134,A high-quality saw designed for durability and efficiency.,Glass,68.91,140.08
Pliers H,292,A high-quality pliers designed for durability and efficiency.,Plastic,51.29,482.93
Tape Measure I,337,A high-quality tape designed for durability and efficiency.,Plastic,85.28,92.36
Screwdriver J,21,A high-quality screwdriver designed for durability and efficiency.,Ceramic,36.98,49.35
Nut K,97,A high-quality nut designed for durability and efficiency.,Glass,29.91,186.38
Washer L,305,A high-quality washer designed for durability and efficiency.,Wood,59.81,335.84
Chisel M,301,A high-quality chisel designed for durability and efficiency.,Plastic,11.39,363.9
Clamp N,171,A high-quality clamp designed for durability and efficiency.,Plastic,67.37,85.76
Level O,460,A high-quality level designed for durability and efficiency.,Composite,74.44,163.73
Sandpaper P,346,A high-quality sandpaper designed for durability and efficiency.,Composite,90.2,186.09
Wire Cutter Q,123,A high-quality wire designed for durability and efficiency.,Glass,9.6,496.91
Socket R,247,A high-quality socket designed for durability and efficiency.,Metal,65.81,69.79
Drill Bit S,310,A high-quality drill designed for durability and efficiency.,Plastic,23.01,356.39
Grinder T,182,A high-quality grinder designed for durability and efficiency.,Fabric,77.93,492.51
Screw U,72,A high-quality screw designed for durability and efficiency.,Metal,98.27,31.61
Bolt V,273,A high-quality bolt designed for durability and efficiency.,Fabric,67.19,402.9
Nail W,228,A high-quality nail designed for durability and efficiency.,Metal,35.55,260.35
Hammer X,284,A high-quality hammer designed for durability and efficiency.,Fabric,57.49,236.61
Wrench Y,21,A high-quality wrench designed for durability and efficiency.,Plastic,73.94,294.63
Drill Z,199,A high-quality drill designed for durability and efficiency.,Metal,64.38,134.87
Saw A,184,A high-quality saw designed for durability and efficiency.,Composite,0.23,33.32
Pliers B,369,A high-quality pliers designed for durability and efficiency.,Ceramic,30.54,480.97
Tape Measure C,437,A high-quality tape designed for durability and efficiency.,Metal,78.49,205.21
Screwdriver D,54,A high-quality screwdriver designed for durability and efficiency.,Fabric,36.16,498.44
Nut E,12,A high-quality nut designed for durability and efficiency.,Metal,86.39,476.09
Washer F,170,A high-quality washer designed for durability and efficiency.,Fabric,20.45,156.99
Chisel G,102,A high-quality chisel designed for durability and efficiency.,Ceramic,38.05,466.25
Clamp H,31,A high-quality clamp designed for durability and efficiency.,Wood,68.64,115.45
Level I,155,A high-quality level designed for durability and efficiency.,Composite,41.02,459.21
Sandpaper J,51,A high-quality sandpaper designed for durability and efficiency.,Plastic,86.59,293.13
Wire Cutter K,459,A high-quality wire designed for durability and efficiency.,Ceramic,70.22,130.5
Socket L,112,A high-quality socket designed for durability and efficiency.,Wood,71.24,333.22
Drill Bit M,477,A high-quality drill designed for durability and efficiency.,Plastic,87.1,461.6
Grinder N,44,A high-quality grinder designed for durability and efficiency.,Ceramic,59.52,158.6
Screw O,184,A high-quality screw designed for durability and efficiency.,Wood,62.24,197.58
Bolt P,400,A high-quality bolt designed for durability and efficiency.,Glass,40.29,245.83
Nail Q,208,A high-quality nail designed for durability and efficiency.,Ceramic,71.4,334.39
Hammer R,147,A high-quality hammer designed for durability and efficiency.,Plastic,38.92,134.06
Wrench S,230,A high-quality wrench designed for durability and efficiency.,Composite,80.34,77.66
Drill T,499,A high-quality drill designed for durability and efficiency.,Metal,31.58,277.86
Saw U,438,A high-quality saw designed for durability and efficiency.,Fabric,5.25,366.18
Pliers V,414,A high-quality pliers designed for durability and efficiency.,Fabric,81.99,365.68
Tape Measure W,432,A high-quality tape designed for durability and efficiency.,Composite,65.23,415.43
Screwdriver X,276,A high-quality screwdriver designed for durability and efficiency.,Metal,54.41,323.16
Nut Y,243,A high-quality nut designed for durability and efficiency.,Composite,93.25,325.1
Washer Z,123,A high-quality washer designed for durability and efficiency.,Fabric,33.72,399.05
Chisel A,136,A high-quality chisel designed for durability and efficiency.,Composite,55.28,50.51
Clamp B,321,A high-quality clamp designed for durability and efficiency.,Ceramic,69.46,487.1
Level C,316,A high-quality level designed for durability and efficiency.,Wood,72.05,131.74
Sandpaper D,312,A high-quality sandpaper designed for durability and efficiency.,Wood,2.85,46.09
Wire Cutter E,278,A high-quality wire designed for durability and efficiency.,Composite,70.42,395.51
Socket F,377,A high-quality socket designed for durability and efficiency.,Wood,87.4,199.07
Drill Bit G,455,A high-quality drill designed for durability and efficiency.,Wood,12.86,454.02
Grinder H,68,A high-quality grinder designed for durability and efficiency.,Plastic,51.21,465.59
Screw I,188,A high-quality screw designed for durability and efficiency.,Fabric,85.38,431.39
Bolt J,315,A high-quality bolt designed for durability and efficiency.,Fabric,69.35,105.48
Nail K,361,A high-quality nail designed for durability and efficiency.,Glass,71.9,100.71
Hammer L,474,A high-quality hammer designed for durability and efficiency.,Wood,41.21,300.59
Wrench M,87,A high-quality wrench designed for durability and efficiency.,Wood,25.32,104.32
Drill N,274,A high-quality drill designed for durability and efficiency.,Wood,7.48,57.9
Saw O,43,A high-quality saw designed for durability and efficiency.,Composite,5.48,210.04
Pliers P,91,A high-quality pliers designed for durability and efficiency.,Composite,85.03,357.29
Tape Measure Q,376,A high-quality tape designed for durability and efficiency.,Ceramic,97.9,418.79
Screwdriver R,192,A high-quality screwdriver designed for durability and efficiency.,Metal,19.78,484.99
Nut S,101,A high-quality nut designed for durability and efficiency.,Fabric,63.13,350.72
Washer T,242,A high-quality washer designed for durability and efficiency.,Glass,41.79,455.96
Chisel U,100,A high-quality chisel designed for durability and efficiency.,Metal,80.89,446.55
Clamp V,476,A high-quality clamp designed for durability and efficiency.,Composite,6.9,231.18
Level W,172,A high-quality level designed for durability and efficiency.,Metal,55.92,28.27
Sandpaper X,95,A high-quality sandpaper designed for durability and efficiency.,Plastic,62.01,79.98
Wire Cutter Y,73,A high-quality wire designed for durability and efficiency.,Composite,77.82,251.01
Socket Z,94,A high-quality socket designed for durability and efficiency.,Metal,85.83,441.39
Drill Bit A,122,A high-quality drill designed for durability and efficiency.,Wood,81.92,494.26
Grinder B,120,A high-quality grinder designed for durability and efficiency.,Plastic,30.52,389.14
Screw C,54,A high-quality screw designed for durability and efficiency.,Ceramic,53.19,133.36
Bolt D,153,A high-quality bolt designed for durability and efficiency.,Fabric,95.35,359.84
Nail E,193,A high-quality nail designed for durability and efficiency.,Composite,9.86,221.84
Hammer F,179,A high-quality hammer designed for durability and efficiency.,Wood,70.47,437.05
Wrench G,473,A high-quality wrench designed for durability and efficiency.,Wood,84.36,316.27
Drill H,110,A high-quality drill designed for durability and efficiency.,Glass,47.36,288.48
Saw I,147,A high-quality saw designed for durability and efficiency.,Metal,12.12,29.4
Pliers J,104,A high-quality pliers designed for durability and efficiency.,Plastic,19.65,489.73
Tape Measure K,179,A high-quality tape designed for durability and efficiency.,Metal,59.1,191.62
Screwdriver L,230,A high-quality screwdriver designed for durability and efficiency.,Metal,89.74,485.57
Nut M,402,A high-quality nut designed for durability and efficiency.,Glass,96.75,30.94
Washer N,269,A high-quality washer designed for durability and efficiency.,Metal,12.65,397.34
Chisel O,186,A high-quality chisel designed for durability and efficiency.,Fabric,50.66,246.52
Clamp P,124,A high-quality clamp designed for durability and efficiency.,Wood,57.59,133.32
Level Q,439,A high-quality level designed for durability and efficiency.,Glass,91.6,162.01
Sandpaper R,411,A high-quality sandpaper designed for durability and efficiency.,Glass,53.76,463.52
Wire Cutter S,368,A high-quality wire designed for durability and efficiency.,Composite,64.0,370.4
Socket T,439,A high-quality socket designed for durability and efficiency.,Plastic,9.66,110.9
Drill Bit U,361,A high-quality drill designed for durability and efficiency.,Plastic,17.74,290.99
Grinder V,125,A high-quality grinder designed for durability and efficiency.,Glass,47.03,345.8
Screw W,33,A high-quality screw designed for durability and efficiency.,Ceramic,78.91,299.47
Bolt X,278,A high-quality bolt designed for durability and efficiency.,Glass,78.4,192.26
Nail Y,266,A high-quality nail designed for durability and efficiency.,Metal,72.85,450.16
Hammer Z,222,A high-quality hammer designed for durability and efficiency.,Ceramic,81.04,80.11
Wrench A,99,A high-quality wrench designed for durability and efficiency.,Fabric,88.53,372.82
Drill B,339,A high-quality drill designed for durability and efficiency.,Ceramic,50.63,355.38
Saw C,376,A high-quality saw designed for durability and efficiency.,Fabric,8.31,328.81
Pliers D,425,A high-quality pliers designed for durability and efficiency.,Composite,49.98,73.15
Tape Measure E,17,A high-quality tape designed for durability and efficiency.,Fabric,4.0,283.32
Screwdriver F,310,A high-quality screwdriver designed for durability and efficiency.,Plastic,90.82,471.55
Nut G,293,A high-quality nut designed for durability and efficiency.,Glass,38.32,194.99
Washer H,324,A high-quality washer designed for durability and efficiency.,Ceramic,37.15,498.32
Chisel I,226,A high-quality chisel designed for durability and efficiency.,Ceramic,15.42,183.67
Clamp J,49,A high-quality clamp designed for durability and efficiency.,Ceramic,88.09,83.6
Level K,463,A high-quality level designed for durability and efficiency.,Fabric,32.02,164.97
Sandpaper L,237,A high-quality sandpaper designed for durability and efficiency.,Wood,50.7,51.97
Wire Cutter M,191,A high-quality wire designed for durability and efficiency.,Fabric,46.5,430.24
Socket N,189,A high-quality socket designed for durability and efficiency.,Glass,18.17,450.36
Drill Bit O,386,A high-quality drill designed for durability and efficiency.,Glass,88.35,231.82
Grinder P,472,A high-quality grinder designed for durability and efficiency.,Plastic,87.28,161.75
Screw Q,248,A high-quality screw designed for durability and efficiency.,Ceramic,9.56,219.96
Bolt R,244,A high-quality bolt designed for durability and efficiency.,Composite,15.85,399.84
Nail S,181,A high-quality nail designed for durability and efficiency.,Ceramic,38.99,493.01
Hammer T,302,A high-quality hammer designed for durability and efficiency.,Metal,60.8,245.53
Wrench U,360,A high-quality wrench designed for durability and efficiency.,Plastic,97.77,381.65
Drill V,391,A high-quality drill designed for durability and efficiency.,Wood,90.15,291.02
Saw W,187,A high-quality saw designed for durability and efficiency.,Composite,3.67,10.07
Pliers X,443,A high-quality pliers designed for durability and efficiency.,Wood,69.07,112.34
Tape Measure Y,194,A high-quality tape designed for durability and efficiency.,Wood,67.82,440.22
Screwdriver Z,206,A high-quality screwdriver designed for durability and efficiency.,Fabric,8.92,478.2
Nut A,163,A high-quality nut designed for durability and efficiency.,Metal,59.0,283.78
Washer B,340,A high-quality washer designed for durability and efficiency.,Wood,77.05,258.64
Chisel C,19,A high-quality chisel designed for durability and efficiency.,Composite,69.19,338.59
Clamp D,407,A high-quality clamp designed for durability and efficiency.,Composite,86.58,240.36
Level E,252,A high-quality level designed for durability and efficiency.,Composite,40.87,497.46
Sandpaper F,330,A high-quality sandpaper designed for durability and efficiency.,Plastic,23.68,204.54
Wire Cutter G,207,A high-quality wire designed for durability and efficiency.,Metal,48.66,237.91
Socket H,220,A high-quality socket designed for durability and efficiency.,Wood,49.98,61.32
Drill Bit I,234,A high-quality drill designed for durability and efficiency.,Wood,36.85,204.03
Grinder J,38,A high-quality grinder designed for durability and efficiency.,Ceramic,23.0,408.79
Screw K,382,A high-quality screw designed for durability and efficiency.,Wood,4.09,286.29
Bolt L,400,A high-quality bolt designed for durability and efficiency.,Composite,34.54,310.8
Nail M,139,A high-quality nail designed for durability and efficiency.,Composite,47.78,291.32
Hammer N,51,A high-quality hammer designed for durability and efficiency.,Ceramic,56.92,234.98
Wrench O,322,A high-quality wrench designed for durability and efficiency.,Wood,95.85,91.19
Drill P,230,A high-quality drill designed for durability and efficiency.,Glass,53.01,53.27
Saw Q,348,A high-quality saw designed for durability and efficiency.,Ceramic,50.74,334.84
Pliers R,495,A high-quality pliers designed for durability and efficiency.,Ceramic,2.21,272.4
Tape Measure S,30,A high-quality tape designed for durability and efficiency.,Wood,21.55,448.47
Screwdriver T,60,A high-quality screwdriver designed for durability and efficiency.,Metal,1.73,434.6
Nut U,442,A high-quality nut designed for durability and efficiency.,Ceramic,80.47,243.77
Washer V,243,A high-quality washer designed for durability and efficiency.,Composite,4.92,34.73
Chisel W,130,A high-quality chisel designed for durability and efficiency.,Fabric,67.08,274.05
Clamp X,149,A high-quality clamp designed for durability and efficiency.,Glass,41.13,150.22
Level Y,228,A high-quality level designed for durability and efficiency.,Wood,58.71,221.97
Sandpaper Z,115,A high-quality sandpaper designed for durability and efficiency.,Fabric,0.41,213.12
Wire Cutter A,435,A high-quality wire designed for durability and efficiency.,Plastic,18.65,188.74
Socket B,266,A high-quality socket designed for durability and efficiency.,Wood,85.06,45.24
Drill Bit C,110,A high-quality drill designed for durability and efficiency.,Plastic,45.68,301.12
Grinder D,283,A high-quality grinder designed for durability and efficiency.,Glass,22.5,350.77
Screw E,247,A high-quality screw designed for durability and efficiency.,Composite,47.38,64.93
Bolt F,58,A high-quality bolt designed for durability and efficiency.,Wood,97.55,389.19
Nail G,441,A high-quality nail designed for durability and efficiency.,Fabric,40.2,212.56
Hammer H,355,A high-quality hammer designed for durability and efficiency.,Wood,40.8,404.79
Wrench I,336,A high-quality wrench designed for durability and efficiency.,Composite,40.05,307.04
Drill J,178,A high-quality drill designed for durability and efficiency.,Wood,82.14,487.92
Saw K,81,A high-quality saw designed for durability and efficiency.,Fabric,2.78,285.17
Pliers L,434,A high-quality pliers designed for durability and efficiency.,Glass,66.96,93.17
Tape Measure M,82,A high-quality tape designed for durability and efficiency.,Composite,87.07,322.97
Screwdriver N,176,A high-quality screwdriver designed for durability and efficiency.,Ceramic,16.9,380.27
Nut O,490,A high-quality nut designed for durability and efficiency.,Fabric,41.81,394.19
Washer P,361,A high-quality washer designed for durability and efficiency.,Glass,15.8,346.14
Chisel Q,311,A high-quality chisel designed for durability and efficiency.,Plastic,74.93,481.17
Clamp R,209,A high-quality clamp designed for durability and efficiency.,Ceramic,62.37,390.78
Level S,248,A high-quality level designed for durability and efficiency.,Glass,94.34,298.9
Sandpaper T,131,A high-quality sandpaper designed for durability and efficiency.,Wood,79.52,98.63
Wire Cutter U,137,A high-quality wire designed for durability and efficiency.,Fabric,84.62,450.62
Socket V,373,A high-quality socket designed for durability and efficiency.,Metal,24.16,428.97
Drill Bit W,12,A high-quality drill designed for durability and efficiency.,Wood,8.34,433.6
Grinder X,94,A high-quality grinder designed for durability and efficiency.,Ceramic,96.81,495.67
Screw Y,345,A high-quality screw designed for durability and efficiency.,Wood,35.69,4.39
Bolt Z,328,A high-quality bolt designed for durability and efficiency.,Plastic,9.3,28.34
Nail A,450,A high-quality nail designed for durability and efficiency.,Glass,32.73,297.72
Hammer B,171,A high-quality hammer designed for durability and efficiency.,Composite,10.1,354.98
Wrench C,162,A high-quality wrench designed for durability and efficiency.,Plastic,89.09,121.43
Drill D,154,A high-quality drill designed for durability and efficiency.,Glass,97.95,312.71
Saw E,170,A high-quality saw designed for durability and efficiency.,Ceramic,97.05,471.28
Pliers F,115,A high-quality pliers designed for durability and efficiency.,Plastic,17.88,315.3
Tape Measure G,270,A high-quality tape designed for durability and efficiency.,Composite,75.22,159.16
Screwdriver H,82,A high-quality screwdriver designed for durability and efficiency.,Wood,11.7,337.02
Nut I,162,A high-quality nut designed for durability and efficiency.,Metal,65.13,492.57
Washer J,118,A high-quality washer designed for durability and efficiency.,Glass,46.92,344.47
Chisel K,471,A high-quality chisel designed for durability and efficiency.,Composite,46.29,95.97
Clamp L,222,A high-quality clamp designed for durability and efficiency.,Composite,76.73,349.76
Level M,393,A high-quality level designed for durability and efficiency.,Glass,85.84,7.35
Sandpaper N,211,A high-quality sandpaper designed for durability and efficiency.,Plastic,56.29,306.31
Wire Cutter O,497,A high-quality wire designed for durability and efficiency.,Fabric,37.61,282.15
Socket P,10,A high-quality socket designed for durability and efficiency.,Ceramic,47.71,83.95
Drill Bit Q,415,A high-quality drill designed for durability and efficiency.,Fabric,74.6,241.76
Grinder R,387,A high-quality grinder designed for durability and efficiency.,Ceramic,14.08,425.05
Screw S,34,A high-quality screw designed for durability and efficiency.,Fabric,49.37,24.28
Bolt T,317,A high-quality bolt designed for durability and efficiency.,Fabric,13.61,292.66
Nail U,378,A high-quality nail designed for durability and efficiency.,Glass,44.04,219.4
Hammer V,106,A high-quality hammer designed for durability and efficiency.,Composite,27.89,356.13
Wrench W,184,A high-quality wrench designed for durability and efficiency.,Composite,96.03,389.87
Drill X,254,A high-quality drill designed for durability and efficiency.,Metal,82.88,453.44
Saw Y,241,A high-quality saw designed for durability and efficiency.,Wood,96.99,199.89
Pliers Z,164,A high-quality pliers designed for durability and efficiency.,Metal,45.99,108.14
Tape Measure A,140,A high-quality tape designed for durability and efficiency.,Glass,97.83,377.92
Screwdriver B,153,A high-quality screwdriver designed for durability and efficiency.,Glass,5.91,416.77
Nut C,483,A high-quality nut designed for durability and efficiency.,Glass,58.74,127.21
Washer D,291,A high-quality washer designed for durability and efficiency.,Glass,66.36,288.67
Chisel E,25,A high-quality chisel designed for durability and efficiency.,Wood,47.91,91.72
Clamp F,428,A high-quality clamp designed for durability and efficiency.,Plastic,3.74,439.4
Level G,424,A high-quality level designed for durability and efficiency.,Fabric,37.23,189.09
Sandpaper H,480,A high-quality sandpaper designed for durability and efficiency.,Composite,88.79,451.93
Wire Cutter I,58,A high-quality wire designed for durability and efficiency.,Composite,76.51,259.4
Socket J,474,A high-quality socket designed for durability and efficiency.,Metal,7.54,337.62
Drill Bit K,108,A high-quality drill designed for durability and efficiency.,Plastic,63.14,27.33
Grinder L,311,A high-quality grinder designed for durability and efficiency.,Glass,23.86,373.42
Screw M,193,A high-quality screw designed for durability and efficiency.,Plastic,73.65,197.77
Bolt N,283,A high-quality bolt designed for durability and efficiency.,Plastic,36.06,173.66
Nail O,341,A high-quality nail designed for durability and efficiency.,Glass,76.53,318.92
Hammer P,367,A high-quality hammer designed for durability and efficiency.,Fabric,32.09,24.79
Wrench Q,2,A high-quality wrench designed for durability and efficiency.,Composite,48.04,274.26
Drill R,452,A high-quality drill designed for durability and efficiency.,Fabric,94.48,200.4
Saw S,132,A high-quality saw designed for durability and efficiency.,Ceramic,8.6,299.16
Pliers T,346,A high-quality pliers designed for durability and efficiency.,Ceramic,38.1,34.74
Tape Measure U,476,A high-quality tape designed for durability and efficiency.,Glass,14.92,375.04
Screwdriver V,116,A high-quality screwdriver designed for durability and efficiency.,Composite,70.48,357.38
Nut W,93,A high-quality nut designed for durability and efficiency.,Ceramic,83.42,26.36
Washer X,443,A high-quality washer designed for durability and efficiency.,Glass,10.13,202.45
Chisel Y,172,A high-quality chisel designed for durability and efficiency.,Plastic,0.71,213.46
Clamp Z,326,A high-quality clamp designed for durability and efficiency.,Composite,80.66,85.39
Level A,180,A high-quality level designed for durability and efficiency.,Ceramic,42.49,9.03
Sandpaper B,265,A high-quality sandpaper designed for durability and efficiency.,Plastic,25.12,113.57
Wire Cutter C,52,A high-quality wire designed for durability and efficiency.,Plastic,56.44,2.05
Socket D,458,A high-quality socket designed for durability and efficiency.,Plastic,39.2,33.73
Drill Bit E,397,A high-quality drill designed for durability and efficiency.,Wood,83.56,98.49
Grinder F,216,A high-quality grinder designed for durability and efficiency.,Metal,40.74,46.81
Screw G,428,A high-quality screw designed for durability and efficiency.,Composite,12.96,119.35
Bolt H,444,A high-quality bolt designed for durability and efficiency.,Composite,75.87,209.06
Nail I,404,A high-quality nail designed for durability and efficiency.,Wood,66.66,148.93
Hammer J,406,A high-quality hammer designed for durability and efficiency.,Fabric,56.38,112.64
Wrench K,207,A high-quality wrench designed for durability and efficiency.,Plastic,28.2,410.01
Drill L,453,A high-quality drill designed for durability and efficiency.,Ceramic,7.3,358.65
Saw M,92,A high-quality saw designed for durability and efficiency.,Ceramic,96.02,420.75
Pliers N,210,A high-quality pliers designed for durability and efficiency.,Glass,86.64,264.81
Tape Measure O,412,A high-quality tape designed for durability and efficiency.,Fabric,5.82,59.91
Screwdriver P,489,A high-quality screwdriver designed for durability and efficiency.,Metal,83.2,40.35
Nut Q,392,A high-quality nut designed for durability and efficiency.,Composite,74.84,333.42
Washer R,139,A high-quality washer designed for durability and efficiency.,Wood,87.09,452.21
Chisel S,236,A high-quality chisel designed for durability and efficiency.,Metal,56.73,34.22
Clamp T,403,A high-quality clamp designed for durability and efficiency.,Composite,10.56,109.32
Level U,356,A high-quality level designed for durability and efficiency.,Plastic,62.22,469.2
Sandpaper V,97,A high-quality sandpaper designed for durability and efficiency.,Composite,80.46,434.49
Wire Cutter W,324,A high-quality wire designed for durability and efficiency.,Composite,20.44,252.96
Socket X,369,A high-quality socket designed for durability and efficiency.,Composite,80.5,328.6
Drill Bit Y,292,A high-quality drill designed for durability and efficiency.,Metal,15.88,25.98
Grinder Z,202,A high-quality grinder designed for durability and efficiency.,Composite,51.14,60.65
Screw A,484,A high-quality screw designed for durability and efficiency.,Plastic,28.24,105.82
Bolt B,465,A high-quality bolt designed for durability and efficiency.,Wood,65.5,117.98
Nail C,354,A high-quality nail designed for durability and efficiency.,Wood,56.76,162.15
Hammer D,421,A high-quality hammer designed for durability and efficiency.,Ceramic,55.36,393.47
Wrench E,208,A high-quality wrench designed for durability and efficiency.,Fabric,65.95,324.23
Drill F,402,A high-quality drill designed for durability and efficiency.,Plastic,21.15,464.75
Saw G,478,A high-quality saw designed for durability and efficiency.,Plastic,67.93,319.59
Pliers H,355,A high-quality pliers designed for durability and efficiency.,Ceramic,37.14,144.39
Tape Measure I,158,A high-quality tape designed for durability and efficiency.,Metal,71.27,180.4
Screwdriver J,256,A high-quality screwdriver designed for durability and efficiency.,Metal,8.07,60.94
Nut K,34,A high-quality nut designed for durability and efficiency.,Composite,80.24,2.47
Washer L,171,A high-quality washer designed for durability and efficiency.,Glass,31.04,209.04
Chisel M,367,A high-quality chisel designed for durability and efficiency.,Glass,53.57,217.85
Clamp N,211,A high-quality clamp designed for durability and efficiency.,Glass,50.75,378.39
Level O,402,A high-quality level designed for durability and efficiency.,Wood,70.7,261.97
Sandpaper P,298,A high-quality sandpaper designed for durability and efficiency.,Fabric,84.37,277.39
Wire Cutter Q,445,A high-quality wire designed for durability and efficiency.,Glass,7.49,42.8
Socket R,112,A high-quality socket designed for durability and efficiency.,Glass,48.75,426.13
Drill Bit S,292,A high-quality drill designed for durability and efficiency.,Glass,19.58,63.62
Grinder T,135,A high-quality grinder designed for durability and efficiency.,Fabric,98.49,310.12
Screw U,49,A high-quality screw designed for durability and efficiency.,Composite,43.36,262.2
Bolt V,312,A high-quality bolt designed for durability and efficiency.,Fabric,54.55,193.21
Nail W,317,A high-quality nail designed for durability and efficiency.,Fabric,91.98,243.86
Hammer X,392,A high-quality hammer designed for durability and efficiency.,Composite,58.39,90.16
Wrench Y,148,A high-quality wrench designed for durability and efficiency.,Glass,40.37,6.13
Drill Z,441,A high-quality drill designed for durability and efficiency.,Metal,72.18,306.41
Saw A,170,A high-quality saw designed for durability and efficiency.,Ceramic,75.7,85.03
Pliers B,283,A high-quality pliers designed for durability and efficiency.,Plastic,79.84,411.89
Tape Measure C,489,A high-quality tape designed for durability and efficiency.,Glass,75.42,98.54
Screwdriver D,122,A high-quality screwdriver designed for durability and efficiency.,Wood,81.83,456.78
Nut E,159,A high-quality nut designed for durability and efficiency.,Plastic,23.33,315.33
Washer F,455,A high-quality washer designed for durability and efficiency.,Composite,84.96,240.36
Chisel G,271,A high-quality chisel designed for durability and efficiency.,Fabric,74.39,312.3
Clamp H,85,A high-quality clamp designed for durability and efficiency.,Fabric,52.28,111.17
Level I,342,A high-quality level designed for durability and efficiency.,Glass,14.92,89.21
Sandpaper J,429,A high-quality sandpaper designed for durability and efficiency.,Plastic,43.29,448.29
Wire Cutter K,408,A high-quality wire designed for durability and efficiency.,Glass,13.56,12.32
Socket L,93,A high-quality socket designed for durability and efficiency.,Composite,5.09,395.59
Drill Bit M,379,A high-quality drill designed for durability and efficiency.,Glass,80.88,497.19
Grinder N,167,A high-quality grinder designed for durability and efficiency.,Fabric,90.82,328.96
Screw O,212,A high-quality screw designed for durability and efficiency.,Ceramic,30.4,57.9
Bolt P,207,A high-quality bolt designed for durability and efficiency.,Wood,20.97,418.43
Nail Q,115,A high-quality nail designed for durability and efficiency.,Metal,82.67,163.62
Hammer R,167,A high-quality hammer designed for durability and efficiency.,Metal,6.67,120.96
Wrench S,442,A high-quality wrench designed for durability and efficiency.,Metal,3.29,136.54
